title,author,rating,image,author_link,description,no_of_ratings,published_year,genres
Existentialism is a Humanism (Paperback),Jean-Paul Sartre,3.98,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328870158l/51985._SY75_.jpg,https://www.goodreads.com/author/show/1466.Jean_Paul_Sartre,,48292,1946.0,[]
Leviathan (Paperback),Thomas Hobbes,3.7,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1326788684l/91953._SY75_.jpg,https://www.goodreads.com/author/show/10122.Thomas_Hobbes,,54235,1651.0,[]
Apology (Paperback),Plato,4.19,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1212606317l/73945._SY75_.jpg,https://www.goodreads.com/author/show/879.Plato,,69617,,[]
The Myth of Sisyphus and Other Essays (Paperback),Albert Camus,4.21,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1533718219l/11987._SY75_.jpg,https://www.goodreads.com/author/show/957894.Albert_Camus,,66393,1942.0,[]
The Social Contract (Paperback),Jean-Jacques Rousseau,3.78,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388197284l/12651._SY75_.jpg,https://www.goodreads.com/author/show/7994.Jean_Jacques_Rousseau,,59308,1762.0,[]
Ethics (Paperback),Baruch Spinoza,4.1,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1704216887l/205218._SY75_.jpg,https://www.goodreads.com/author/show/122092.Baruch_Spinoza,,21956,1677.0,[]
"The Art of Living: The Classical Manual on Virtue, Happiness and Effectiveness (Paperback)",Epictetus,4.24,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388969321l/24618._SY75_.jpg,https://www.goodreads.com/author/show/13852.Epictetus,,38071,,[]
On Liberty (Paperback),John Stuart Mill,3.96,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1555338584l/385228._SY75_.jpg,https://www.goodreads.com/author/show/57651.John_Stuart_Mill,,44245,1859.0,[]
On the Shortness of Life: Life Is Long if You Know How to Use It (Penguin Great Ideas),Seneca,4.16,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1619107079l/97412._SY75_.jpg,https://www.goodreads.com/author/show/4918776.Seneca,,47885,,[]
The Problems of Philosophy (Paperback),Bertrand Russell,3.9,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405495766l/31799._SX50_.jpg,https://www.goodreads.com/author/show/17854.Bertrand_Russell,,18980,1912.0,[]
An Enquiry Concerning Human Understanding (Paperback),David Hume,3.94,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348617665l/130119._SX50_.jpg,https://www.goodreads.com/author/show/45726.David_Hume,,22785,1748.0,[]
"Walden or, Life in the Woods (Paperback)",Henry David Thoreau,3.77,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630470982l/16902._SY75_.jpg,https://www.goodreads.com/author/show/10264.Henry_David_Thoreau,,206888,1854.0,[]
"The Trial and Death of Socrates (Euthyphro, Apology, Crito, Phaedo)",Plato,4.13,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388197286l/22632._SY75_.jpg,https://www.goodreads.com/author/show/879.Plato,,46907,,[]
Politics (Paperback),Aristotle,3.98,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391135988l/19083._SY75_.jpg,https://www.goodreads.com/author/show/2192.Aristotle,,43543,,[]
Tractatus Logico-Philosophicus (Paperback),Ludwig Wittgenstein,4.1,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1396830687l/12075._SY75_.jpg,https://www.goodreads.com/author/show/7672.Ludwig_Wittgenstein,,22833,1921.0,[]
Meditations on First Philosophy (Paperback),René Descartes,3.73,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405624521l/30658._SY75_.jpg,https://www.goodreads.com/author/show/36556.Ren_Descartes,,30250,1641.0,[]
Discipline and Punish: The Birth of the Prison (Paperback),Michel Foucault,4.23,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1400737037l/80369._SY75_.jpg,https://www.goodreads.com/author/show/1260.Michel_Foucault,,37837,1975.0,[]
Phenomenology of Spirit (Paperback),Georg Wilhelm Friedrich Hegel,3.97,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1425522818l/9454._SY75_.jpg,https://www.goodreads.com/author/show/6188.Georg_Wilhelm_Friedrich_Hegel,,20870,1807.0,[]
The Story of Philosophy: The Lives and Opinions of the World's Greatest Philosophers (Paperback),Will Durant,4.15,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438471992l/31795._SY75_.jpg,https://www.goodreads.com/author/show/16184.Will_Durant,,18313,1926.0,[]
Groundwork of the Metaphysics of Morals (Paperback),Immanuel Kant,3.83,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1757108802l/60080._SY75_.jpg,https://www.goodreads.com/author/show/11038.Immanuel_Kant,,23250,1785.0,[]
The Prophet (Paperback),Kahlil Gibran,4.23,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355046521l/2547._SY75_.jpg,https://www.goodreads.com/author/show/6466154.Kahlil_Gibran,,334824,1923.0,[]
The Plague (Paperback),Albert Camus,4.02,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1503362434l/11989._SY75_.jpg,https://www.goodreads.com/author/show/957894.Albert_Camus,,325110,1947.0,[]
Discourse on Method and Meditations on First Philosophy (Paperback),René Descartes,3.77,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405624402l/31862._SY75_.jpg,https://www.goodreads.com/author/show/36556.Ren_Descartes,,37408,1637.0,[]
The Metamorphosis (Mass Market Paperback),Franz Kafka,3.91,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1646444605l/485894._SY75_.jpg,https://www.goodreads.com/author/show/5223.Franz_Kafka,,1499494,1915.0,[]
Meditations (Hardcover),Marcus Aurelius,4.28,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1750554861l/233411514._SY75_.jpg,https://www.goodreads.com/author/show/17212.Marcus_Aurelius,,368644,,[]
The Republic (Paperback),Plato,3.97,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386925655l/30289._SY75_.jpg,https://www.goodreads.com/author/show/879.Plato,,230209,,[]
Thus Spoke Zarathustra (Paperback),Friedrich Nietzsche,4.07,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1650680683l/51893._SY75_.jpg,https://www.goodreads.com/author/show/1938.Friedrich_Nietzsche,,180652,1883.0,[]
Beyond Good and Evil (Paperback),Friedrich Nietzsche,4.03,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388607391l/12321._SY75_.jpg,https://www.goodreads.com/author/show/1938.Friedrich_Nietzsche,,117761,1886.0,[]
The Stranger (Paperback),Albert Camus,4.03,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1738704267l/49552._SY75_.jpg,https://www.goodreads.com/author/show/957894.Albert_Camus,,1473028,1942.0,[]
Man's Search for Meaning (Paperback),Viktor E. Frankl,4.37,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1535419394l/4069._SY75_.jpg,https://www.goodreads.com/author/show/2782.Viktor_E_Frankl,,914361,1946.0,[]
The Prince (Paperback),Niccolò Machiavelli,3.84,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390055828l/28862._SY75_.jpg,https://www.goodreads.com/author/show/16201.Niccol_Machiavelli,,392721,1532.0,[]
Sophie’s World (Paperback),Jostein Gaarder,3.97,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1343459906l/10959._SY75_.jpg,https://www.goodreads.com/author/show/1388082.Jostein_Gaarder,,287743,1991.0,[]
Tao Te Ching (Paperback),Lao Tzu,4.29,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333578861l/67896._SY75_.jpg,https://www.goodreads.com/author/show/2622245.Lao_Tzu,,186044,,[]
The Nicomachean Ethics (Paperback),Aristotle,4.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1520339295l/19068._SY75_.jpg,https://www.goodreads.com/author/show/2192.Aristotle,,62343,,[]
The Art of War (Paperback),Sun Tzu,3.94,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630683326l/10534._SY75_.jpg,https://www.goodreads.com/author/show/1771.Sun_Tzu,,587311,,[]
Letters from a Stoic (Paperback),Seneca,4.32,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1421619214l/97411._SY75_.jpg,https://www.goodreads.com/author/show/4918776.Seneca,,59356,,[]
Critique of Pure Reason (Paperback),Immanuel Kant,3.96,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1757108780l/18288._SY75_.jpg,https://www.goodreads.com/author/show/11038.Immanuel_Kant,,43491,1781.0,[]
Siddhartha (Mass Market Paperback),Hermann Hesse,4.09,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1629378189l/52036._SY75_.jpg,https://www.goodreads.com/author/show/1113469.Hermann_Hesse,,899247,1922.0,[]
A History of Western Philosophy (Paperback),Bertrand Russell,4.13,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1709106488l/243685._SY75_.jpg,https://www.goodreads.com/author/show/17854.Bertrand_Russell,,42041,1945.0,[]
The Symposium (Paperback),Plato,4.09,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1613319225l/81779._SY75_.jpg,https://www.goodreads.com/author/show/879.Plato,,93302,,[]
The Communist Manifesto (Paperback),Karl Marx,3.69,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1740105815l/30474._SY75_.jpg,https://www.goodreads.com/author/show/7084.Karl_Marx,,205119,1848.0,[]
The Myth of Sisyphus (Paperback),Albert Camus,4.16,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347654509l/91950._SY75_.jpg,https://www.goodreads.com/author/show/957894.Albert_Camus,,102599,1942.0,[]
"Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus, #1)",Robert M. Pirsig,3.78,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410136019l/629._SY75_.jpg,https://www.goodreads.com/author/show/401.Robert_M_Pirsig,,248604,1974.0,[]
The Alchemist (Paperback),Paulo Coelho,3.92,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1654371463l/18144590._SY75_.jpg,https://www.goodreads.com/author/show/566.Paulo_Coelho,,3678174,1988.0,[]
Being and Time (Hardcover),Martin Heidegger,4.05,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1757108866l/92307._SX50_.jpg,https://www.goodreads.com/author/show/6191.Martin_Heidegger,,28399,1927.0,[]
Fear and Trembling (Paperback),Søren Kierkegaard,4.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309286516l/24965._SY75_.jpg,https://www.goodreads.com/author/show/6172.S_ren_Kierkegaard,,32695,1843.0,[]
On the Genealogy of Morals (Paperback),Friedrich Nietzsche,4.12,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386923909l/80449._SY75_.jpg,https://www.goodreads.com/author/show/1938.Friedrich_Nietzsche,,37282,1887.0,[]
Being and Nothingness (Paperback),Jean-Paul Sartre,3.99,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1738688105l/10033._SX50_.jpg,https://www.goodreads.com/author/show/1466.Jean_Paul_Sartre,,35605,1943.0,[]
Nausea (Hardcover),Jean-Paul Sartre,3.93,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1738688084l/298275._SY75_.jpg,https://www.goodreads.com/author/show/1466.Jean_Paul_Sartre,,143968,1938.0,[]
Candide (Paperback),Voltaire,3.76,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1345060082l/19380._SY75_.jpg,https://www.goodreads.com/author/show/5754446.Voltaire,,306903,1759.0,[]
Existentialism is a Humanism (Paperback),Jean-Paul Sartre,3.98,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328870158l/51985._SY75_.jpg,https://www.goodreads.com/author/show/1466.Jean_Paul_Sartre,,48292,1946.0,[]
Leviathan (Paperback),Thomas Hobbes,3.7,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1326788684l/91953._SY75_.jpg,https://www.goodreads.com/author/show/10122.Thomas_Hobbes,,54235,1651.0,[]
Apology (Paperback),Plato,4.19,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1212606317l/73945._SY75_.jpg,https://www.goodreads.com/author/show/879.Plato,,69617,,[]
The Myth of Sisyphus and Other Essays (Paperback),Albert Camus,4.21,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1533718219l/11987._SY75_.jpg,https://www.goodreads.com/author/show/957894.Albert_Camus,,66393,1942.0,[]
The Social Contract (Paperback),Jean-Jacques Rousseau,3.78,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388197284l/12651._SY75_.jpg,https://www.goodreads.com/author/show/7994.Jean_Jacques_Rousseau,,59308,1762.0,[]
Ethics (Paperback),Baruch Spinoza,4.1,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1704216887l/205218._SY75_.jpg,https://www.goodreads.com/author/show/122092.Baruch_Spinoza,,21956,1677.0,[]
"The Art of Living: The Classical Manual on Virtue, Happiness and Effectiveness (Paperback)",Epictetus,4.24,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388969321l/24618._SY75_.jpg,https://www.goodreads.com/author/show/13852.Epictetus,,38071,,[]
On Liberty (Paperback),John Stuart Mill,3.96,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1555338584l/385228._SY75_.jpg,https://www.goodreads.com/author/show/57651.John_Stuart_Mill,,44245,1859.0,[]
On the Shortness of Life: Life Is Long if You Know How to Use It (Penguin Great Ideas),Seneca,4.16,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1619107079l/97412._SY75_.jpg,https://www.goodreads.com/author/show/4918776.Seneca,,47885,,[]
The Problems of Philosophy (Paperback),Bertrand Russell,3.9,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405495766l/31799._SX50_.jpg,https://www.goodreads.com/author/show/17854.Bertrand_Russell,,18980,1912.0,[]
An Enquiry Concerning Human Understanding (Paperback),David Hume,3.94,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348617665l/130119._SX50_.jpg,https://www.goodreads.com/author/show/45726.David_Hume,,22785,1748.0,[]
"Walden or, Life in the Woods (Paperback)",Henry David Thoreau,3.77,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630470982l/16902._SY75_.jpg,https://www.goodreads.com/author/show/10264.Henry_David_Thoreau,,206888,1854.0,[]
"The Trial and Death of Socrates (Euthyphro, Apology, Crito, Phaedo)",Plato,4.13,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388197286l/22632._SY75_.jpg,https://www.goodreads.com/author/show/879.Plato,,46907,,[]
Politics (Paperback),Aristotle,3.98,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391135988l/19083._SY75_.jpg,https://www.goodreads.com/author/show/2192.Aristotle,,43543,,[]
Tractatus Logico-Philosophicus (Paperback),Ludwig Wittgenstein,4.1,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1396830687l/12075._SY75_.jpg,https://www.goodreads.com/author/show/7672.Ludwig_Wittgenstein,,22833,1921.0,[]
Meditations on First Philosophy (Paperback),René Descartes,3.73,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405624521l/30658._SY75_.jpg,https://www.goodreads.com/author/show/36556.Ren_Descartes,,30250,1641.0,[]
Discipline and Punish: The Birth of the Prison (Paperback),Michel Foucault,4.23,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1400737037l/80369._SY75_.jpg,https://www.goodreads.com/author/show/1260.Michel_Foucault,,37837,1975.0,[]
Phenomenology of Spirit (Paperback),Georg Wilhelm Friedrich Hegel,3.97,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1425522818l/9454._SY75_.jpg,https://www.goodreads.com/author/show/6188.Georg_Wilhelm_Friedrich_Hegel,,20870,1807.0,[]
The Story of Philosophy: The Lives and Opinions of the World's Greatest Philosophers (Paperback),Will Durant,4.15,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438471992l/31795._SY75_.jpg,https://www.goodreads.com/author/show/16184.Will_Durant,,18313,1926.0,[]
Groundwork of the Metaphysics of Morals (Paperback),Immanuel Kant,3.83,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1757108802l/60080._SY75_.jpg,https://www.goodreads.com/author/show/11038.Immanuel_Kant,,23250,1785.0,[]
The Prophet (Paperback),Kahlil Gibran,4.23,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355046521l/2547._SY75_.jpg,https://www.goodreads.com/author/show/6466154.Kahlil_Gibran,,334824,1923.0,[]
The Plague (Paperback),Albert Camus,4.02,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1503362434l/11989._SY75_.jpg,https://www.goodreads.com/author/show/957894.Albert_Camus,,325110,1947.0,[]
Discourse on Method and Meditations on First Philosophy (Paperback),René Descartes,3.77,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405624402l/31862._SY75_.jpg,https://www.goodreads.com/author/show/36556.Ren_Descartes,,37408,1637.0,[]
The Metamorphosis (Mass Market Paperback),Franz Kafka,3.91,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1646444605l/485894._SY75_.jpg,https://www.goodreads.com/author/show/5223.Franz_Kafka,,1499494,1915.0,[]
Meditations (Hardcover),Marcus Aurelius,4.28,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1750554861l/233411514._SY75_.jpg,https://www.goodreads.com/author/show/17212.Marcus_Aurelius,,368644,,[]
The Republic (Paperback),Plato,3.97,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386925655l/30289._SY75_.jpg,https://www.goodreads.com/author/show/879.Plato,,230209,,[]
Thus Spoke Zarathustra (Paperback),Friedrich Nietzsche,4.07,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1650680683l/51893._SY75_.jpg,https://www.goodreads.com/author/show/1938.Friedrich_Nietzsche,,180652,1883.0,[]
Beyond Good and Evil (Paperback),Friedrich Nietzsche,4.03,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388607391l/12321._SY75_.jpg,https://www.goodreads.com/author/show/1938.Friedrich_Nietzsche,,117761,1886.0,[]
The Stranger (Paperback),Albert Camus,4.03,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1738704267l/49552._SY75_.jpg,https://www.goodreads.com/author/show/957894.Albert_Camus,,1473028,1942.0,[]
Man's Search for Meaning (Paperback),Viktor E. Frankl,4.37,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1535419394l/4069._SY75_.jpg,https://www.goodreads.com/author/show/2782.Viktor_E_Frankl,,914361,1946.0,[]
The Prince (Paperback),Niccolò Machiavelli,3.84,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390055828l/28862._SY75_.jpg,https://www.goodreads.com/author/show/16201.Niccol_Machiavelli,,392721,1532.0,[]
Sophie’s World (Paperback),Jostein Gaarder,3.97,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1343459906l/10959._SY75_.jpg,https://www.goodreads.com/author/show/1388082.Jostein_Gaarder,,287743,1991.0,[]
Tao Te Ching (Paperback),Lao Tzu,4.29,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333578861l/67896._SY75_.jpg,https://www.goodreads.com/author/show/2622245.Lao_Tzu,,186044,,[]
The Nicomachean Ethics (Paperback),Aristotle,4.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1520339295l/19068._SY75_.jpg,https://www.goodreads.com/author/show/2192.Aristotle,,62343,,[]
The Art of War (Paperback),Sun Tzu,3.94,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630683326l/10534._SY75_.jpg,https://www.goodreads.com/author/show/1771.Sun_Tzu,,587311,,[]
Letters from a Stoic (Paperback),Seneca,4.32,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1421619214l/97411._SY75_.jpg,https://www.goodreads.com/author/show/4918776.Seneca,,59356,,[]
Critique of Pure Reason (Paperback),Immanuel Kant,3.96,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1757108780l/18288._SY75_.jpg,https://www.goodreads.com/author/show/11038.Immanuel_Kant,,43491,1781.0,[]
Siddhartha (Mass Market Paperback),Hermann Hesse,4.09,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1629378189l/52036._SY75_.jpg,https://www.goodreads.com/author/show/1113469.Hermann_Hesse,,899247,1922.0,[]
A History of Western Philosophy (Paperback),Bertrand Russell,4.13,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1709106488l/243685._SY75_.jpg,https://www.goodreads.com/author/show/17854.Bertrand_Russell,,42041,1945.0,[]
The Symposium (Paperback),Plato,4.09,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1613319225l/81779._SY75_.jpg,https://www.goodreads.com/author/show/879.Plato,,93302,,[]
The Communist Manifesto (Paperback),Karl Marx,3.69,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1740105815l/30474._SY75_.jpg,https://www.goodreads.com/author/show/7084.Karl_Marx,,205119,1848.0,[]
The Myth of Sisyphus (Paperback),Albert Camus,4.16,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347654509l/91950._SY75_.jpg,https://www.goodreads.com/author/show/957894.Albert_Camus,,102599,1942.0,[]
"Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus, #1)",Robert M. Pirsig,3.78,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410136019l/629._SY75_.jpg,https://www.goodreads.com/author/show/401.Robert_M_Pirsig,,248604,1974.0,[]
The Alchemist (Paperback),Paulo Coelho,3.92,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1654371463l/18144590._SY75_.jpg,https://www.goodreads.com/author/show/566.Paulo_Coelho,,3678174,1988.0,[]
Being and Time (Hardcover),Martin Heidegger,4.05,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1757108866l/92307._SX50_.jpg,https://www.goodreads.com/author/show/6191.Martin_Heidegger,,28399,1927.0,[]
Fear and Trembling (Paperback),Søren Kierkegaard,4.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309286516l/24965._SY75_.jpg,https://www.goodreads.com/author/show/6172.S_ren_Kierkegaard,,32695,1843.0,[]
On the Genealogy of Morals (Paperback),Friedrich Nietzsche,4.12,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386923909l/80449._SY75_.jpg,https://www.goodreads.com/author/show/1938.Friedrich_Nietzsche,,37282,1887.0,[]
Being and Nothingness (Paperback),Jean-Paul Sartre,3.99,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1738688105l/10033._SX50_.jpg,https://www.goodreads.com/author/show/1466.Jean_Paul_Sartre,,35605,1943.0,[]
Nausea (Hardcover),Jean-Paul Sartre,3.93,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1738688084l/298275._SY75_.jpg,https://www.goodreads.com/author/show/1466.Jean_Paul_Sartre,,143968,1938.0,[]
Candide (Paperback),Voltaire,3.76,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1345060082l/19380._SY75_.jpg,https://www.goodreads.com/author/show/5754446.Voltaire,,306903,1759.0,[]
Existentialism is a Humanism (Paperback),Jean-Paul Sartre,3.98,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328870158l/51985._SY75_.jpg,https://www.goodreads.com/author/show/1466.Jean_Paul_Sartre,,48292,1946.0,[]
Leviathan (Paperback),Thomas Hobbes,3.7,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1326788684l/91953._SY75_.jpg,https://www.goodreads.com/author/show/10122.Thomas_Hobbes,,54235,1651.0,[]
Apology (Paperback),Plato,4.19,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1212606317l/73945._SY75_.jpg,https://www.goodreads.com/author/show/879.Plato,,69617,,[]
The Myth of Sisyphus and Other Essays (Paperback),Albert Camus,4.21,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1533718219l/11987._SY75_.jpg,https://www.goodreads.com/author/show/957894.Albert_Camus,,66393,1942.0,[]
The Social Contract (Paperback),Jean-Jacques Rousseau,3.78,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388197284l/12651._SY75_.jpg,https://www.goodreads.com/author/show/7994.Jean_Jacques_Rousseau,,59308,1762.0,[]
Ethics (Paperback),Baruch Spinoza,4.1,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1704216887l/205218._SY75_.jpg,https://www.goodreads.com/author/show/122092.Baruch_Spinoza,,21956,1677.0,[]
"The Art of Living: The Classical Manual on Virtue, Happiness and Effectiveness (Paperback)",Epictetus,4.24,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388969321l/24618._SY75_.jpg,https://www.goodreads.com/author/show/13852.Epictetus,,38071,,[]
On Liberty (Paperback),John Stuart Mill,3.96,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1555338584l/385228._SY75_.jpg,https://www.goodreads.com/author/show/57651.John_Stuart_Mill,,44245,1859.0,[]
On the Shortness of Life: Life Is Long if You Know How to Use It (Penguin Great Ideas),Seneca,4.16,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1619107079l/97412._SY75_.jpg,https://www.goodreads.com/author/show/4918776.Seneca,,47885,,[]
The Problems of Philosophy (Paperback),Bertrand Russell,3.9,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405495766l/31799._SX50_.jpg,https://www.goodreads.com/author/show/17854.Bertrand_Russell,,18980,1912.0,[]
An Enquiry Concerning Human Understanding (Paperback),David Hume,3.94,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348617665l/130119._SX50_.jpg,https://www.goodreads.com/author/show/45726.David_Hume,,22785,1748.0,[]
"Walden or, Life in the Woods (Paperback)",Henry David Thoreau,3.77,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630470982l/16902._SY75_.jpg,https://www.goodreads.com/author/show/10264.Henry_David_Thoreau,,206888,1854.0,[]
"The Trial and Death of Socrates (Euthyphro, Apology, Crito, Phaedo)",Plato,4.13,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388197286l/22632._SY75_.jpg,https://www.goodreads.com/author/show/879.Plato,,46907,,[]
Politics (Paperback),Aristotle,3.98,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391135988l/19083._SY75_.jpg,https://www.goodreads.com/author/show/2192.Aristotle,,43543,,[]
Tractatus Logico-Philosophicus (Paperback),Ludwig Wittgenstein,4.1,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1396830687l/12075._SY75_.jpg,https://www.goodreads.com/author/show/7672.Ludwig_Wittgenstein,,22833,1921.0,[]
Meditations on First Philosophy (Paperback),René Descartes,3.73,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405624521l/30658._SY75_.jpg,https://www.goodreads.com/author/show/36556.Ren_Descartes,,30250,1641.0,[]
Discipline and Punish: The Birth of the Prison (Paperback),Michel Foucault,4.23,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1400737037l/80369._SY75_.jpg,https://www.goodreads.com/author/show/1260.Michel_Foucault,,37837,1975.0,[]
